Label,Comment
0,This service is wonderful when you are on vacation. Leave your hotel and have transportation easily available. Drivers usually know the area. I did have one incident where the driver had no idea how to get to an address...but solved that with my own directions!
1,"There are too many issues with safety and abuse. After trying Uber, I just prefer the safety and predictability of a regular cab service. My driver made me uncomfortable, for the small amount extra I pay, for the amount I use a cab, I cannot justify using Uber. Maybe if I needed a cab more often I would think differently, and I do believe that companies like Uber are changing the playing field, but not for me."
0,"I find ridesharing services invaluable. From a business perspective, I much prefer using ridesharing over rental cars and certainly over taxis. The convenience and cost can't be beat. I also often use them for personal reasons over driving myself. With parking rates approaching $70/day in San Francisco, ridesharing quickly becomes cost-effective and eliminates any issues with drinking and driving."
0,"The cost as a rider seems to have increased. One way to work costs $25. So it would cost $300 for a six week. Is it possible to purchase a book of passes? The drivers and service have always been great, it's just the cost of the ride."
1,"I try to avoid rideshare if possible because of the uncertainty of when the vehicle will actually arrive. The arrival time keeps changing as other passengers are added to the list of pick-ups. The last time I used ride-share, I waited about 20 minutes for a car to arrive."
1,"My husband and I arranged a ride to the airport with Uber. We were notified the evening before our ride that our ride had been set up. When the time for our pick up, with no driver in sight, had come and gone by not just a few minutes but by almost 30 minutes we realized we had to get ourselves to the airport in order to catch our flight. This not only caused a lot of undue stress but a whole lot of money. We had to pay for 2 days of parking at the airport and for someone to pick up our vehicle. When trying to issue a complaint to Uber about this matter, they have been unresponsive. We will NEVER trust Uber again. This has NEVER happened to us with a taxi service."
0,"I had a pre scheduled uber ride on 02/22/2018.  I received a notice that the UBER driver, Charles had arrived at my home, but no UBER car outside. I walked the block to locate the UBER driver with no success. Then. UBER charged me for a missed ride.  Bad UBER!!!"
1,"I correctly entered in the destination on the app but when the driver arrived he couldn't take me because he showed my pick up location as the destination, on his phone. So he had to leave without giving me a ride. I canceled my Uber account immediately and got Lyft, which completed my ride. Uber has no personalized customer service for their customers. It's all robotic ""check item below that best describes your issue"" then read the advice. THE WORST ONLINE-SERVICE COMPANY IN THE WORLD."
1,Today I booked Uber cab at 7:55pm. Estimated time was 4min. He took long time to reach the location. As I am patient recently I have undergone surgery. Due to delay from driver I have to bear a pain and swollen. Who is responsible for same?
0,"My purse was stolen by my Uber driver. I left it in backseat around 9:30a on 2/25/19, and this guy tipped myself $27 on a $13.50 trip then did extra rides for himself using my Uber account, yep he change my pw kicking me and my daughter out of the app. How you ask, because my personal cell with app access was in his car (currently using work cell) in the purse he stole. Using my locator app I saw he went across the bridge back to NJ so it adds more proof. Then he lies to Uber rep, saying he didn't have my bag yet when I threatened to go to the police he lies again saying he dropped it at 3 separate locations. So, if he didn't have it as he told Uber, why claim you dropped of a bag you never had... LIES!"
0,"Ordered UBER and driver never turned up, charged 23.59 pounds. UBER said my fault as I did not cancel trip. After waiting for over 30 minutes and driver never turned up even though app said driver 11 minutes away over and over. UBER should give the option of customer being able to call driver from app like other companies."
0,"I don't like taxi, but I trust only this company. The price is ok and their drivers are always polite."
0,"My driver falsified my delivery, the customer service representative reiterated obvious information with no plan of action, and the manager tried to reassure me with a 100% refund that's mandatory. By the end of the call, the restaurant I ordered from closed and UberEATS management replied, â€œWell, there's other places you can order from in the areaâ€. Absolutely incompetent company with poor standards and a lack of accountability for their actions."
0,"Use Uber all the time and only a few times with issues. Canceled me once, rescheduled and guy still came on time. A lot of the drivers are certainly above the average cab driver. Clean newer cars, no smoke and speak English!"
0,"They never showed up for the taxis we booked, they cancelled them and then charged me each time Â£6 cancellation fee. My clients were 45 minutes late as a result of me having to keep rebooking taxis with them. As a result I lost a large contract, as well as them trying to continually take payments from my account until my bank stopped all payments. When I complained about this issue I have have had no resolution and they still owe me a significant amount of money. We will never use them ever again. Trust your local taxi firms instead to turn up and not rip you off."
0,I drive for Uber/Uber Eats. Whenever a situation occurs and support is needed the headache begins. They are completely scripted responses. They do not actually respond to the situation but instead say it will be looked into. They then email days later and again give a script response. Never actually addressing the questions or issues. Very difficult for both customer and drivers. With customer service being what it is I would suggest avoiding Uber.
0,"I am a Uber user and I really love using this application especially when you go home late night. Recently, my friends and I went to a house party. We took Uber to get home, we were little tipsy at that time. I was sitting in front of the car and after five minutes I told to driver that he needs to pull over because I was going to throw up. He eventually pull over the car and I clearly puked outside, the flow of our travel was smooth, the driver was fine. However, the fare was also fine when we got home. Few days later, Uber sent me an email that the driver charged me $80 for vomiting inside his car. I called Uber service to complain but they did not solve my problem. Ever since that happened, I became more careful using this application. Furthermore, I do not have any bad intentions for the Uber company. I am just here to share my experience with Uber to inform other users that they may encounter this kind of scenario."
1,"Today we used the Uber app to try to get a ride to work for my daughter. After request, the phone rings and it is the requested driver informing us that because of the weather (winter in Michigan) it would cost us a surcharge of $20 because he had to switch from his car to his truck. I do not see how his switching vehicles becomes our financial burden. Uber needs to set limits on things and not allow their drivers to charge customers what they want. They already started charging more in general, now service charges before you even get a Uber. Sucks, this used to be a good service."
1,"I have been using Uber for years but after a bad experience this past Friday I think I'm done. After a two week business trip in Detroit, I arrived back to the DC area and found myself in need for a ride from Dulles Airport to my office in order to get my car and drive home (about 5 miles). I didn't feel like waiting in line for a cab so I ordered an UberX. Not two seconds (literally two seconds) after hitting confirm my phone rang. I answered and the person on the other line identified himself as my driver and asked where I was. I was stunned to say the least but luckily I was already closing in on my walk to the pickup location. He asked where I was going and I told him the name of my company. He asked â€œIs that in DC?â€ To which I told him no, it is in Herndon just a few miles from the airport. He said ok and he'd be right there."
1,"Uber, not the driver, double charged me for the tip I left for the driver. The tip was debited twice, on two different days. When I contacted Uber, they refused to acknowledge that this happened, even though my PayPal and bank account clearly show the deduction twice."
0,Cab no. **. Driver name Anil **. I booked my cab from New Delhi railway station to my home and by mistake I left my phone in cab. My driver didn't returned my phone. Moreover misbehave with me as he was having no fear of Uber or Uber policies are in favor of him only. After that I visited Uber office Gurgaon also but no one helped me there. Also I don't understand what type of system these people are following and who is supporting this system a company where customer service is not there and there is no one to complain also.
0,"Scheduled an Uber ride 2 days in advance to get to my airline flight at the airport. When the time approached, the app said to be prepared because pick up would occur at the scheduled time. I stood out in the rain with my bags waiting for the driver. No one showed. The app changed from pick up at the appointed time to pick up ""soon."" After 40 minutes of panicking and trying to contact Uber, I gave up and contacted a taxi company that fortunately was able to pick me up and get me to the airport in time for my flight. The taxi company was small and the owner picked me up himself otherwise I would have lost all the money for my airline tickets and prepaid hotel reservations."
0,I made an order through Uber Eats. After waiting around for the driver who didn't respond my ordered was cancelled and they kept my money. Avoid ordering through them at all costs. They will keep your money and not deliver services.
1,"I'm a frequent uber user and I had no problems until this uber pool decided to introduce the short walk crap. I'm always having issues with the drivers, as I see an address and the driver sees another address. And a cancellation fee? Are you serious? There are many incompetent drivers out there so why do I have to pay $5 fee when they cancel? I'm saying bye to this service and I will make sure all my friends are aware of your games."
1,"My daughter and I use Uber frequently and loved it. Lately I've noticed that drivers are charging a ""surcharge"" and ""wait"" charge on EVERY trip I've made without my knowledge. The numbers on the mailbox on the road and house are clear and can be read from any direction but yet you continue to park and wait across the street where no one can see you. Yesterday I went grocery shopping and needed picked up. I was charged .75 wait because I had to load my groceries and my child into the vehicle... Nonsense. And a 2.25 surcharge for who knows what. I'm done being a customer. You've lost my business."
0,"Everytime Uber makes an update it inconveniences its riders more and more. The update to the GPS has caused so much confusion for me and my drivers. Most of the time the address takes me to the back of the building I ask to go. Also this new Uber pool walking thing in the middle of winter is a horrible idea. The whole point of us using Uber instead of riding buses is so that we can get dropped off and picked up at our door not walk two blocks in the cold. And you shouldn't have to pay extra just to avoid walking, I've had drivers cancel either way so we were better off without that update. Uber used to seem to care more about its customers, I wish it would go back to being that way. I've been riding Ubers since the beginning."
0,"When Uber runs over its customers.  Buyer betware - Ueber is not all that is seems.  At first I liked it. Ninety percent of the drivers are decent hard working honest people.  But it's a crap shoot.  I'd estimate ten percent are unscroupulous and should you ride with one of them Uber has no customer support.  There's no phone whereby you can reach the driver or company.  Case in point:  Take Bill an apparently affable guy who will offer you a beverage on the way to your destination.  Bill drives a Grand Cherokee and all indicators indicate that he is a criminal or accomplice to a crime.  When Bill dropped me off at Planet Fitness I immediately noticed I left my bag containing an IPod and Bose headphones in the back seat. About $600 worth of equipment.  I tried to wave him down but he wouldn't stop.  Since then I have sent over 30 texts to him, the local Ueber office, and the corporate hub in Stamford.  I even asked the Stamford police to investigate.  As of this moment neither Bill nor Uebr care about larceny and they have no moral compass or desire for customer service.  The car will get you from point A to poing B but after that your on your own.  Uber won't lift a finger to help.  Do you reaally want to take a chance with this company when you have your wallet, or keys, or handbag, or smartphone, or lose engagement ring on your finger? The smart answer is no. Bill is still out there. Lyft is the same as Uber.  I'll check later today but smart money says they are much more conscientious than Uber who thinks its customer service is of no importance, even when expensive items disapper in one of their cars."
0,"I was in Madrid with my wife and it was around 8 pm in front of El Corte Ingles, big store like Macy's, so we decide to call Uber for get a ride to the hotel. We wait over 45 minutes, Uber never arrive. But the surprise was that Uber charge to my credit card $ 7.00 Euros ($9.00 US money twice total $18.00 US). On top of that they said that I took the ride to my hotel and the place another charge for $69.00 US. I dispute to the Bank of America for over two months, finally the bank say I have not prove of been or not taking the ride, therefore, ""Sorry we can't give you the refund."" So the Bank of America protect Uber, not the customer and to me Uber in Spain is totally a scam. Taxis in Madrid are excellent, inexpensive courteous driver and the best is that they're all over the city of Madrid."
0,Uber is the worst service provider ever. I booked a cab from Yeshwantput to Marathalli which cost 320-350 RS. The driver stopped the cab after few min in a highway and said he cannot go any further as the mode of payment was online and he doesn't have the money to put petrol. The trip cost me 80 RS and after then when I booked another cab I had to pay 550 so in total I had to pay more than 600 rs. I want to know who will pay the extra charge that I had to bear.
0,"I have had some very positive experiences with Uber, but two experiences were terrible. The first bad experience I had was a driver criticized me for not being able to drive myself. The second happened this morning (1/6/19). I had ordered an Uber at 7:02 a.m. and saw that the driver was only six minutes away which would've been more than enough time to get me to work at 7:30. I kept an eye on my Uber app to see how close the driver was and noticed at 7:10 they were about a block away. I waited in front of my house for 22 minutes and when I saw they hadn't moved since 7:10 I was forced to cancel my ride and call a taxi. Not only was I 15 minutes late to my job, but I was also charged a cancelation fee."
0,"Charged a no-show fee for a malfunction in driver's Uber app.   (3rd person button in shared ride wouldn't light up so the ride wouldn't start.)  Driver tried to fix the glitch for 10 long minutes.  Then he said nicely, we would have to all get out and start our ride search over again.  (in frigid weather at Laguardia airport.)  We were all charged a no-show fee.  My co-rider found no way to contact any customer support at UBER."
1,"Girlfriend ask me to send her an Uber, so l ordered the economic or pool which US$3.30. l provided the exact address of my girlfriend which was going to ride to my apt. Well after a while UBER sent me a text that the ride was canceled by driver, and also to try one more time with another driver. Well l tried, so finally succeed, but the driver could not find the address l provided. He went to another address, but finally reached the destination provided. l called the driver and he told me that he was sent to another address, but the address l provided was accurate. But as l said before, finally reached my girlfriend and brought her to her destination."
0,"Uber is a great business idea, in theory. Employ ambitious people willing to provide a cheap taxi service using their own vehicles for those brave souls willing to get into a stranger's messy car with the expectation of getting to their destination alive and in one piece for an agreeable price. Less costly than a limo, and far better than collecting returnable cans and bottles from the roadside for those seeking easy cash income. Win-win, right? Not so fast. Without delving into the obvious, the possibility of slipping into the back seat of a serial killer or the rolling annex of a hoarder's hovel, allow me to address the drivers here, who have only recently been permitted to receive and expect a TIP from their passengers, in addition to their 70% share of the cost of an Uber ride from their (yes, brave) fares."
0,"Ordered food through UberEats. Driver ran away with food. Uber charges me for the food anyway stating that's their policy. Contacting customer service certifies that there isn't a concept of service, the agents only correspond via email and have kept on sending generic comments without attempting to understand what may have happened. Every correspondence is abruptly closed without any resolution. When I posted a review on the Google play store, the company immediately responds that I can contact them for assistance. When I did that the same circus started again. This is the worst customer service by any standard."
0,"On Tuesday December 24, 2018 at about 5:37 am I opened the Uber app on my tablet and immediately confirmed a pick for $13.92 (pool). The car came by at about 5:39/5:40 am. Slowed down as I was approaching, sped off about a block, slowed down again and did a u-turn to the opposite side of the street. All this time I began running after it. I caught it at the stop light, opened the door and got in. He claimed he did not see me coming after him. This was strange, the street was empty, early morning and with my hands waving I was unseen? God bless there was the stop light that have him came to a complete stop."
0,"My daughter used Uber services to take a ride to her destination in Philadelphia. After exiting the car and crossing the street, the Uber driver hit her with the car knocking her to the ground. Once she got up, the Uber driver returned to her car and drove away, leaving my daughter standing at the curb. Unacceptable. Highly recommend not using over services. Only reason I am giving this one star is because it will not let me proceed with this comment without giving it at least 1 star."
0,"I scheduled a driver for three hours away, for when I needed to go to the airport. One showed up immediately, and then charged me a 'cancellation fee' for not being packed. Uber said they would cancel it. But they only gave me a credit toward a future ride. They refused to refund it, as any ethical company would do. So they made a big profit of $6 on the deal. Because I do not deal with unethical companies. Lyft is just fine."
0,"I took a ride on Sunday evening and didn't touch alcohol that night, absolutely no incident happened inside the car that night. Today I am being charged 150$ for a cleaning service!!! Drivers are scamming customers, making up stories so they can get extra cash. Uber should be ashamed of the service that they have been providing. It's very unethical and embarrassing for the company to keep people like that."
0,"When I scheduled Uber to pick me up at 6AM and take me to the airport, the instructions I received stated that the driver would arrive between 6 and 6:10, and I would be charged every minute I was late. The driver arrived at 6am, I walk out at 6:05 only to find that the driver left!!! Luckily, I had a car and there was enough time to drive to the airport and park my car. Otherwise, I would've have missed my flight!"
0,I have been riding Uber premier cars for the past 2-years in various Indian cities. What I have seen is that the 100% of Indian Uber drivers as all the other taxi drivers in the country do not close their windows and use air-conditioning or heater (in winter) when they are not on a trip with their riders. The Uber drivers thus maintain a filthy interior with dusts of all kinds on all the cars along with mosquitoes freely 'roaming' inside the cars.
0,"Recently bought an Uber with a few friends in Grand Rapids, MI. Once we got in his car he refused to drive us anywhere unless we gave him extra cash. My friend refused to let us give cash because she recently had been in another Uber in New York City who demanded extra cash and then kicked her out of his car. Never riding Uber again."
0,"If your son/daughter uses Uber - beware. My son recently used Uber and was charged a $150 cleaning fee. The driver submitted pictures taken from someone else's ride, and claimed the mess was made by him and his girlfriend. He contacted Uber to refute these charges, and told them to check the date and time on the picture. Uber said they didn't have that information. Apparently they believe whatever their drivers tell them. He went back and forth with Uber. Finally, I sent an email and told them the driver would have that info, and we would seek legal counsel if necessary. They soon refunded his money. On a Google search, I found out many Uber drivers do this. They often set up their car to show a mess, use the same pictures over and over again, and even have a bank of ""messy car"" pictures they submit. My advice - take pictures of the inside of the car before you leave."
0,"No show. Never again. Airport. Uber booked for 0815. 0810 driver cancelled. 0815 booked another. 0840 driver phoned - can't find the address. 0850 driver cancelled. 0855. Panicking. Tried again. 0915 Uber arrived, not mine. Driver said would cancel client and take me for 30 euros."
0,"I needed to grab a ride in pouring rain for 3-4 blocks. I'd been given a code for discount ride that was never credited. Then found another charge of $40 on my card. When I made a complaint their answer was I had made a mess requiring cleaning. First off there is no way I'd made a mess with 1 small bag and just sitting there. And if I got seat wet, well it's pouring rain! I could of gotten entire car cleaned for that much. I'm handicapped and on a fixed income. This extra fee causes a hardship and actually takes food from my table. I've used this company for years and have had good and bad but this is robbing me and taking advantage of a trust with my bank info. Company cannot be trusted."
1,"I schedule two Ubers for a trip to the airport for a group of 6. The first Uber arrived and took half of the group. The second Uber was late. As per their policy, I was credited $10 for being late. I could see the Uber coming up the street, then turn around and cancel us. He said he had car trouble. My guess is he had just been notified he lost $10 for running late and decided not to complete the ride. There were no other rides available for more than an hour. We had to drive ourselves and pay for parking for the entire trip, plus pay for the additional Uber which we would not have needed if I knew we were driving ourselves. Uber just sent a canned response/apology. Unacceptable service!"
1,Their price is too high compared to Lyft so I stopped using Uber. I had scheduled times to be picked up early for work and still was late because the app kept switching drivers and I scheduled the ride for the next morning so I had to actually get a Uber a hour before I have to get to work to be there on time.
0,"After an hour of waiting for our food, Uber tracking online said it was delivered but no food. Contacted the restaurant, they said not their problem but did give us the driver mobile number, We rang the driver, and she said that she couldn't find the address so she binned it. Submitted a complaint via Uber forms and no response. We will no longer use Uber Eats... It's a pity because the Uber taxi is a good service but I may need to cancel my account in protest."
0,My elderly mother took ill and was hospitalized. I immediately booked a bus to head to the state she resides as I have moved away. The driver came to my neighborhood. I called to guide him to my home and he cancelled causing me to not be able to make my bus on time and unable to get a refund on my ticket. I am out of $70 bus fare with Uber basically offering no help or a solution. I was unable to spend for another ticket which leaves my mother to go home without care upon her discharge. The driver should be made to pay for my financial loss as people depend on their services. I was given no assistance and told they were unable to do anything about my financial loss.
1,"Sketchy minivan came to pick up my mom and me up in a dark, isolated place where they never would have known there were people waiting for an Uber. A large good looking ** man (about 35-40ish) that had the likeness of an '80s rapper got out of the front seat, sat in the back and motioned for us to get in. The driver, a Pacific Island or Asian descent man (about 40-45ish, or more) who had the likeness of the guy from Fantasy Island looked nothing like the photo of the driver in the app and didn't respond to the mentioned name. Wrong car. Set up like a ride share in the Maryland Baltimore area. Driver not the driver in the photo in the app. Driver did not respond to his name or know my name. What the heck, Uber?!"
1,"I would like for everyone to be safe for the holidays and also I wanted to share my HORRIBLE experience with Uber Atlanta Uber/Lyft Drivers United. So I was headed home from work and I rake a Uber from the train station and the Uber driver got ready turn in the neighborhood. And I told him this is the wrong neighborhood and Uber driver tells me, ""I'm following the GPS"" and proceed to go in the neighborhood and pulls up to a house that was also not mine. I then told him once again this is not where I live. And moral of the story I end up having to walk home and I will no longer be riding with UBER. They are unsafe and drivers don't care about your safe. I have continua to report my issue and they did nothing about us and thought a 5 dollar credit would solve the problem. I am terrified and very scared to after my multiple horrible experiences."
0,Had a Uber car pick my wife and self from 701 S Olive Ave Florida from ride to airport which is 10 minutes away. The fare posted was $7.55. The driver put in a false claim for spilled coffee in back seat. Absolutely false and attempt to claim damages from us. Car was clean when we entered and left. Wasting time having to communicate with Uber.
1,"I have been using Uber for YEARS and use it often, I have spent THOUSANDS of dollars on Uber, I am DONE. Uber does not screen their drivers anymore, drivers are rude or don't speak English which is the primary language where I live which makes it hard to communicate if need be, they do not check into the quality of the cars and I know this because I had a friend who has never used Uber sign up to be a driver and was approved after I had been picked up by more than 1 car with no ac and/or had some type of mechanical problem."
1,"When I had to go to work, it showed that the ride would be $8.24. So I agreed, when I finally got in the Uber after waiting for over 20 mins, I seen on my screen that I am being charged 20.41! So I am livid because I did not have 20.41 to have someone drive me 15 mins! The drive took back streets and did not follow the route. I tried calling and emailing Uber with no response. I would like a credit for the amount that was originally appeared on my acct."
1,"Like any business, Uber is all about the money and despite that fact they fail to invest in their technology. My driver drove right past me while I'm waving my arms and kept going. She continued to drive around for 15 minutes instead of going around the block. As a result I missed my bus home for the holidays because she also drove lost and ignored the route that she was supposed to take and it kept rerouting her. Uber's response? Should have canceled when she drove past. Excuse me? Cancel and gets charge her driving and Uber's GPS? I fought back and they said policies and things aren't changing and I don't have to ride with them. Yeah you are right, I don't. Thank you, next."
1,This was the first time that I was using the Uber app. I attempted to set up a pick up for a future date to go to the airport. 5 over drivers showed up. One of them charge me a cancellation fee. One of them charge me for the trip to the airport that I never took. Once I realize that they were showing up I immediately texted the drivers and told them this was a mistake. I wanted it for a future date. They said no problem. However they still showed up and they still charge me. Do not use Uber. They are Crooks. The only reason I gave him one Stars they won't post this review unless you give them some type of rating so I gave them one star even though they deserve nothing.
0,Requested Uber to come to pick me up. The driver never showed up but they charged me cancelation fee! Scumbags! The driver never answered the phone. They just sent me the bill for cancelation! I didn't cancel it! UBER DID but they charged me regardless. AVOID LIKE PLAGUE!
0,"I've read many of the positive reviews and while I have had great drivers with Uber I've also had very bad drivers. It they are bad drivers and you think you can do something to get them removed from Uber think again. That's not going to happen. Probably the worst situation is lack of language skills with Uber drivers around NYC. Here is a case in point. I'm standing in pouring rain. Call an Uber says it will be 5 minutes. 10 minutes later I get a call from the Uber driver in serious broken English which took me about 3 times of asking ""What are you saying?"""
0,After ordering an Uber for a ride to the dealership to pick up my truck the Uber confirmed receipt and was headed to me. The app showed the Uber waiting on me at the pick up but no-one was there except for me. All of a sudden the app showed that the driver cancelled the ride and I was charged 5 dollars. I again ordered another Uber and disputed the charge which they refunded. The second Uber ordered done the exact same thing but I was refused refund. I will never again use Uber and I have downloaded the Lyft app for future use.
0,"We broke down in West Columbia, S.C. and had to get a hotel waiting for repairs. My wife downloaded UBER (we have never used it prior to this). A nice, polite man picked us up promptly and we were very happy with the $10.65 fare. After renting a car and returning home I find all sorts of charges (from Calif.), including one for $6,45 and a $99.99 TIP!~ Of course there is no way to talk to anyone at UBER and so far they have done nothing but ""Promise"" to correct it. We will never use them again and advise others to stay away!"
0,"A little over Two weeks ago, I was a rider in an Uber that go into a car accident when it hit a concrete divider in NYC., myself and my friend were injured and required transportation to the Hospital. We both have several injuries that require medical follow up, my friend suffered from a hairline fracture of her skull and Spin, I have several injuries ranging from concussion to neck injuries as well as knee injuries. My Doctor wants me to get follow up care ASAP but to date Uber has not reached out to use to give us any information. We have tried to contact them multiple times and get a RoBo response that they are taking this issue seriously but nobody has contacted us or given us insurance information. This leaves us in a bind in that we cannot make Dr. apt. without the no-fault insurance information."
1,"My experience with Uber has been terrible. There is no way to actually get in contact with customer service. I lost my phone in the back of one of their cars the other day. The only way to retrieve a lost item is to speak with your driver, however, my driver didn't speak a word of English. So I'm unable to communicate with him. Despite repeated emails to customer service explaining this, all I'm getting back are automatic reply email, telling me to contact the driver. Bad service. Will not use again."
0,"Yesterday I took 2 Uber, like I typically (if not daily) use. On my uber ride home, everything seemed normal. I had a nice chat with my driver as he dropped me off from a 10 min ride. Hours after, I see my Paypal and Credit card statements, and realize Uber has charged me $150 for a ""Cleaning Fee"". They are suggesting that I made a mess to my drivers car. Apparently, the driver sent them a generic picture of a wet at and charge me $150. Mind you, this extra charge/modification was made some hours after my ride was completed."
0,"My driver stole my phone and Uber did nothing about it. I corresponded with their help desk for a week and I only received stock emails. After they were unable to contact the driver, they stop responding to me but they have continued to let him drive under the Uber brand. BEWARE! You may be his next passenger."
0,"Riccardo, Honda Civic, license plate ** in Los Angeles was to pick me up at LAX. Waited only 5 minutes and he texted me to confirm where I was going. He said he would be there in a minute. He pulls up 20 ft from me, and as I walk out from curb he just takes off. I texted him saying, ""Where are you going?"" He said, ""I don't want to take you"" and then charged me a $5 cancellation fee despite he's the one that cancelled it at the last second. Riccardo you're a jerk. Your Uber profile states you drive because ""Need clients to support myself and loved ones."" Such baloney ya loser."
0,"I usually take the bus or train to the airport but Thursday morning Uber Express Pool cost only $5 more than my usual bus or train so I decided to go for that. First thing is that Express Pool seems to make you wait 5 minutes before connecting you with a driver. When it did connect me after 5 minutes it told me to walk a block to a nearby corner and the driver would be there in 4 minutes. 4 minutes became 9 minutes, then 11, then 16 and it became clear from the map that the driver was heading to the airport without me."
0,The Uber driver broke my luggage when he loaded and unloaded it into the trunk. I was trying to put the handle down to separate the luggage and he said he had a better way not separating them. When he took it out at the drop off he handed me a piece that broke and said casually â€œthis came off.â€ The arena to engage the pull up handle release was broken.
0,"Never again will I use Uber. While in Vienna, Austria we took an Uber to the city center from a Marriott. The return trip from the city center was a disaster because the driver (Suzana) took us to the wrong Marriott and would not take us to the correct Marriott. She made all 5 of us leave the vehicle. We are 5 women, all 70 years or older, at 10:30 at night, in a foreign city, in a dark and isolated area. We had to get a taxi to return to the correct Marriott. Personal safety is not a concern to Uber and that in itself is a crime."
1,"I ordered an Uber ride today going from Lafayette Street and Worth Street in lower Manhattan and going to New York Pennsylvania Station. I was instructed to meet the driver at the corner. After waiting for some time my mobile phone alerted me that the driver canceled. I then ordered another car and it said that the car would arrive in 8 minutes. After waiting about 20 minutes there was ""NO CALL and NO SHOW"". I found myself having to take the subway of which I was trying to avoid."
0,"I urge you, do not use Uber. They are well known but as you use them please be sure to look closely at what they are charging and when they are charging. I strongly emphasize on the when. They charged me on a ride I never used even after I said they are not authorized to. I have record of the trip history as canceled just 2 seconds of calling for a ride and they blatantly ignored it. Never addressed that this was an unauthorized charged. 90 days after this trip, I was sent an email 3 days ago from them stating they will charge me because their system made a mistake. Shortly after this, I figured out that their loophole is to close the account 30 days after your trip so you cannot dispute it then send a notification 90 days later saying their system made a mistake to a ride that will be charged 14 days later."
0,"I wouldn't even give this ""company"" one star. First of all, their drivers always cancel my pool trips because they don't want to do pool trips and then I have to deal with the cancel fee and the trip money they take. Apart from dealing with this all the time, about a month ago I was out with a friend and my phone wasn't working so my boyfriend called an Uber for me, about a week later we realized that they had taken $150 out of the account because of some cleaning fee. They sent us a picture that looks like someone spilled water on the door and they said that was the reason. So we told them that I didn't do that and that that could be some random picture taken by their driver and they didn't care. They are not giving me my money back. They didn't even send me an invoice detailing the reason why they were taking that money, I had to ask them. So they basically stole my money. Be careful people. This guys don't care about you, they just want your money. I already deleted my account, I'm riding with Lyft from now on, I've never had a problem with them."
1,"My account was cloned, so I have having money taken out of my account for Uber trips and Uber Eats that I did not make/have.I tried using their Uber_support twitter account, and received the same automated message over and over.I then wrote back, and didn't get a reply. I then replied to my reply, and my issues was apparently taken to the appropriate team. Who then sent me the same automated message.I tried to again explain my concerns, but continued to received the same automated message.The charges still continued to come out of my account. When I messaged them about this, guess what.....THE SAME AUTOMATED MESSAGE.Terrible customer service!! If I could have given 0 stars that's what it would have been."
1,My daughter's Uber account was hacked and you cannot find a single number or chat to have a conversation with Uber directly anywhere. Uber appears unreachable unless you have a safety issue with a driver...otherwise they appear completely unreachable by design.
1,"I was a first time user yesterday, using a Samsung 7 Android and the Uber app, which was set up a week ago, in order to establish an account. It was around 6 pm and needed a ride to the hospital, was attempting to schedule a 6:30 am pickup the following morning. The app appeared to provide a 'Clock' to schedule, which I used, but prior to confirming there was no indication that the time would be 6:30 am. Thinking it was a screen update issue, proceeded and the time reflected 12:50. There is no way to edit, so I cancelled immediately and tried again, paying careful attention and again I ended up with 12:50, so cancelled that and had my Daughter add me to the 'Family' option, which worked out from her end."
1,"Uber has hold the full payment for already cancelled trip. They did not void the payment. Be careful when you used Google Pay to do Uber payments. If we cancel the trip, Uber will hold the full amount. They will not refund it."
1,"I'm going to share a story about why I will never use Uber again. A month ago, my Uber account was hacked. In fact, AMEX confirmed to me that they had SEVERAL people calling in to say their Uber accounts had been hacked that week. Nothing on the media - strange? Within a 4 day window, 118 rides were charged to my credit card in USD - each totaling over $120+ CAD... Resulting in $8,200 of wrongful charges to my AMEX (thankfully I have fraud protection on my CC, so it was on Uber's end to stop the charges). Even though I alerted Uber immediately when it happened, it took them 4 DAYS to STOP the charges from being incurred/charged to my card."
1,"A short while ago my social media was hacked, and it expanded into many of my accounts (Uber being one of them). I then went on to delete my account but Uber has a policy of leaving the account open for 30 days after for possible reactivation. This led to the hacker reopening my account and using my credit card. I have since had to change all my cards. After trying to find a number to call (which they do not offer for riders) I emailed them to try and get my account deleted immediately. After 3-4 emails back and forth with them all they have done is ""refund my money"" (which they said was completed, to a card that is no longer valid) and mark my account for deletion in 30 days (allowing that individual to open my account at their leisure). I would not recommend this service to anyone if they value their privacy."
1,Unfair cancellation fees charged by Uber to customers. Uber is constantly harassing me with wrong cancellation fees for cabs which are getting booked far away from my pickup location where drivers refused to come. So I am charged fees for such situations.
0,"I have been using UberX twice a week, every week since July 2, 2018. On Monday morning I use Uber to go from my house in Mississauga to Pearson Airport, and on Friday early evening I use Uber from Pearson Airport back to my house in Mississauga. Every Monday and Friday exactly at the same time and the same route. Every time Uber charges me different fare, not even two times were the same or even close. Last week they decided to charge me extra money three days after my trip to the airport for unknown and unexplained reason. Uber thinks they can charge you anytime because they have your credit card information. It's completely a rip off and totally inconsistent charges for the same trips at the same time. I decided to cancel my Uber account and use regular taxis or Lyft; no more Uber anymore."
